first_name,last_name,email,product_id,qty,amount,invoice_date,address,city,stock_code,job,unit_price,avg_price,cost_price,list_price,discount_pct,margin_pct,salesperson,invoice_delay
Angela Campbell,Erin Martinez,sampsonjoshua@example.org,144,1,20.32,14/07/1991,130 Rhonda Cove Apt. 070,North Dustinborough,87375244,Neurosurgeon,20.32,15.78,11.84,19.73,2.99,71.66,Salesperson_18,0
Stacy Rogers,Hunter Reese,sheena29@example.org,132,4,93.87,14/08/2005,840 Hector Brook,Burgessmouth,28705451,Sports development officer,23.47,16.57,12.42,20.71,13.33,88.88,Salesperson_14,0
Connie Shaw,Brian Moore,jeremy07@example.com,128,8,28.51,24/07/2020,1953 Webb Green Suite 277,North Matthew,981668,Volunteer coordinator,3.56,16.27,12.2,20.33,82.47,-70.79,Salesperson_08,5
Carol Harris,Ross Kennedy,clarkgabriel@example.net,120,4,65.92,28/12/1995,0859 Phillips Lodge Suite 847,New Jacobborough,49279351,Advertising art director,16.48,15.13,11.35,18.92,12.88,45.2,Salesperson_12,0
Ricardo Anderson,Bobby Wyatt,castillomatthew@example.org,195,9,90.82,24/01/2014,175 Yang Trafficway,Lamville,4212690,"Conservation officer, historic buildings",10.09,15.89,11.91,19.86,49.18,-15.3,Salesperson_10,2
Christopher Harding,Larry Robles,danacrawford@example.com,174,4,22.02,10/02/1976,816 Melanie Curve Suite 019,Port Gary,68144098,Prison officer,5.5,15.01,11.26,18.77,70.66,-51.11,Salesperson_20,0
Hannah Prince,Joshua Evans,brandy37@example.org,183,8,12.1,09/07/1972,206 Fuentes Mount,North Katherine,97855316,"Therapist, music",1.51,19.63,14.73,24.54,93.84,-89.73,Salesperson_17,8
Anthony Garza,Sheila Taylor,cory39@example.com,158,6,97.09,01/12/1989,523 Brittany Divide Apt. 387,Megantown,574297,"Editor, commissioning",16.18,15.38,11.53,19.22,15.81,40.32,Salesperson_11,4
Courtney Olson,Miranda Perez,thompsonsteven@example.org,137,6,71.87,31/08/2002,07329 Cunningham Summit Apt. 217,North James,32975222,Financial risk analyst,11.98,15.36,11.52,19.21,37.63,3.95,Salesperson_02,6
April Johnson,Thomas Gonzales,brandongaines@example.com,118,3,75.1,10/04/2008,2765 Ochoa Ranch,Peggyberg,44072780,Animal technologist,25.03,17.89,13.42,22.36,11.93,86.56,Salesperson_04,0
Natasha Williams,Edwin Thomas,longalexis@example.com,165,8,98.99,13/04/2015,58927 Barnett Pines,Lake Gina,66763970,Copy,12.37,17.56,13.17,21.95,43.63,-6.05,Salesperson_01,0
Cheryl Brooks,Laura Lewis,jeffrey48@example.com,153,3,50.08,11/09/2016,745 Parker Underpass Apt. 989,Lake Scott,6977931,Product manager,16.69,13.85,10.39,17.32,3.6,60.66,Salesperson_15,6
Robert Bolton,Thomas Boyle,hyoung@example.com,165,9,64.53,09/10/2021,1827 Roberson Key,Rivasberg,74452651,Chiropodist,7.17,17.56,13.17,21.95,67.33,-45.56,Salesperson_13,0
Randy Floyd,Richard Wilson,zbrock@example.org,147,2,24.72,27/12/2005,377 Wilcox Drives Apt. 193,North Jimmyfurt,84629340,Astronomer,12.36,19.34,14.5,24.17,48.87,-14.78,Salesperson_08,5
Kathy Hughes,Bailey Cline,jhunter@example.org,174,4,38.09,01/11/1998,932 Nicholas Ville,Turnerhaven,47890046,Amenity horticulturist,9.52,15.01,11.26,18.77,49.25,-15.42,Salesperson_04,1
Shawn Page,Wayne Lambert,maryodonnell@example.net,196,5,45.02,02/10/1978,7221 Eric Shoal Suite 875,New Melissamouth,44713034,"Lecturer, higher education",9.0,18.05,13.54,22.56,60.1,-33.5,Salesperson_10,7
Denise Petersen,Carlos Fields,cschwartz@example.org,198,3,27.81,22/09/1993,431 Wilson Place Suite 557,Lake Theresa,4643982,"Therapist, horticultural",9.27,16.24,12.18,20.3,54.34,-23.9,Salesperson_19,10
Wayne Rhodes,John Mcpherson,tgilbert@example.com,149,5,69.46,13/05/2010,2219 Jefferson Camp Suite 825,Martinville,42848677,"Psychologist, sport and exercise",13.89,16.71,12.53,20.88,33.48,10.86,Salesperson_18,0
Brianna Daniel,Darlene Snyder,xroberts@example.org,172,1,58.81,19/08/1989,6737 Andrew Loaf,Walterside,31898911,"Engineer, structural",58.81,17.08,12.81,21.35,175.46,359.1,Salesperson_05,8
Kathleen Weaver,Emily Murphy,davidgomez@example.org,120,3,12.98,28/06/1972,8368 Robinson Trail Apt. 408,Kristyborough,92717664,Special effects artist,4.33,15.13,11.35,18.92,77.13,-61.88,Salesperson_19,1
Richard Patterson,Brandon Holden,james55@example.net,120,6,64.44,05/07/2007,17748 Roth Prairie Apt. 349,South Melissa,1272123,Gaffer,10.74,15.13,11.35,18.92,43.22,-5.37,Salesperson_16,10
Brooke Smith,Julia Edwards,nguyenadam@example.com,130,5,12.63,22/08/1974,188 Grace Trace,Lake Andreaport,77815583,Government social research officer,2.53,14.45,10.84,18.06,86.01,-76.69,Salesperson_01,7
Mary Rogers,Michelle Black,djackson@example.org,185,1,62.56,30/05/2016,42390 Ashley Views,North Tinachester,63069662,Cartographer,62.56,19.65,14.74,24.57,154.63,324.39,Salesperson_12,4
Tiffany Howell,Renee Kennedy,james53@example.net,106,2,58.84,27/02/2018,11039 Collins Inlet,Port Sheryl,7143359,Health and safety adviser,29.42,16.38,12.28,20.47,43.71,139.52,Salesperson_02,0
Christina Wood,Miss Christy Villarreal DDS,tim34@example.net,187,9,52.18,15/03/1977,8868 Anderson Hills Apt. 050,South Daniel,23439351,Civil Service fast streamer,5.8,16.36,12.27,20.45,71.65,-52.76,Salesperson_08,0
Jeffrey Williams,Natalie Bryan,campbelllauren@example.com,175,6,94.49,08/08/1994,2428 Juan Key Apt. 744,South Sandra,78928664,Astronomer,15.75,16.79,12.59,20.98,24.94,25.1,Salesperson_18,6
Joel Lozano,Joshua Ruiz,kayla48@example.net,145,2,37.79,20/09/2004,2485 Chavez Square Suite 508,Lake Sergio,44549541,Jewellery designer,18.9,15.24,11.43,19.05,0.79,65.35,Salesperson_16,0
Crystal Cox,Jessica Martin,ricekelly@example.com,149,1,36.61,06/04/1993,92169 Lance Plains,Paynetown,63927313,Speech and language therapist,36.61,16.71,12.53,20.88,75.29,192.16,Salesperson_05,9
Michelle Dickson,Christina Bates,scottjeffrey@example.com,191,5,6.03,26/08/2016,42135 John Prairie Apt. 753,Paulport,60977328,"Accountant, chartered",1.21,19.0,14.25,23.74,94.92,-91.53,Salesperson_13,5
Brooke Thomas MD,Anthony Hernandez,william54@example.net,148,6,46.06,02/11/2019,08282 Rhonda Points Suite 285,Lake Johntown,53589125,"Scientist, forensic",7.68,19.75,14.81,24.68,68.9,-48.17,Salesperson_19,0
Nathaniel Williams,John Ward,reynoldstammy@example.net,199,1,47.87,27/05/2005,51061 Jeffrey Crossroad Apt. 587,Tranborough,1433180,Licensed conveyancer,47.87,16.5,12.37,20.62,132.12,286.86,Salesperson_03,0
Timothy Mitchell,Thomas Wallace,millertammy@example.com,156,7,99.88,04/05/1988,073 Watts Islands,East Kimberly,25762976,Museum/gallery exhibitions officer,14.27,16.07,12.06,20.09,28.98,18.36,Salesperson_08,8
Karen Anderson,Dennis Figueroa,keithbutler@example.org,147,8,68.54,21/05/1972,95791 Lawrence Underpass Apt. 185,West Richard,15429094,"Editor, film/video",8.57,19.34,14.5,24.17,64.56,-40.93,Salesperson_12,0
Jordan Ward,Kevin Lopez,cindy42@example.com,114,8,66.02,13/04/2018,544 Mclean Mews Apt. 454,Denisehaven,93289184,Insurance claims handler,8.25,18.39,13.79,22.99,64.1,-40.17,Salesperson_02,5
Jose Chavez,Jerry Pope,nicolas22@example.net,147,1,81.39,01/12/2008,575 James Spurs Suite 112,Ericberg,90532368,Investment analyst,81.39,19.34,14.5,24.17,236.68,461.14,Salesperson_11,2
Mrs. Michelle Moore,Robert Goodwin,curtis38@example.org,173,4,10.95,08/01/1995,40584 Butler Path,Grossburgh,41052525,Licensed conveyancer,2.74,15.18,11.39,18.98,85.58,-75.96,Salesperson_12,4
Denise Johnson,Matthew Lawson,camachojonathan@example.net,189,9,41.57,03/03/1995,35869 Newman Viaduct,West Rhonda,9064980,Psychotherapist,4.62,16.55,12.42,20.69,77.68,-62.8,Salesperson_18,2
William Delgado,Ryan Howell,simmonssierra@example.com,112,3,62.44,20/01/1993,68811 Wilson Rapids Apt. 016,Marktown,51083786,"Engineer, maintenance",20.81,14.09,10.57,17.62,18.16,96.93,Salesperson_13,0
Andrew Mckenzie,Michael Carter,andrew34@example.org,195,5,68.87,21/10/1975,4739 Manning Valley Suite 159,Lake Jasonmouth,68014674,"Programmer, systems",13.77,15.89,11.91,19.86,30.63,15.61,Salesperson_05,7
John Velasquez,Christopher Patterson,thomaschavez@example.com,115,4,96.56,22/01/1984,3682 Ingram Corners,Ferrellland,5278350,Systems analyst,24.14,13.27,9.95,16.59,45.54,142.56,Salesperson_12,0
Tracy Leon,Jessica Medina,brent70@example.org,157,2,8.82,27/10/2008,308 Nichols Vista Suite 995,New Randy,82729899,"Buyer, retail",4.41,19.07,14.31,23.84,81.5,-69.17,Salesperson_02,0
Bryan Hoffman,Douglas Melton,dennismary@example.com,122,2,98.02,18/02/2003,51957 Murphy Points Suite 519,Bellland,28209775,Health and safety inspector,49.01,18.09,13.57,22.61,116.77,261.28,Salesperson_05,7
Dennis Zimmerman,Samantha Collins,kathryn10@example.net,131,9,6.13,23/07/1999,154 Shaw Hills Suite 606,West John,24128872,Advertising copywriter,0.68,14.09,10.57,17.61,96.13,-93.55,Salesperson_07,3
Rachel Juarez,Meagan Johnson,cassidyfox@example.org,126,5,81.52,20/11/2014,77338 Amanda Creek Apt. 562,Morrismouth,51643805,Chief Operating Officer,16.3,17.3,12.98,21.63,24.61,25.66,Salesperson_12,0
Vincent Thomas,Robert Pacheco,elizabeth84@example.org,149,7,18.33,27/09/2015,243 Troy Orchard Apt. 943,East Brandi,87928563,"Designer, blown glass/stained glass",2.62,16.71,12.53,20.88,87.46,-79.1,Salesperson_16,7
Evan Mayer,Robert Barnes DVM,brockclaire@example.org,178,6,41.5,12/06/1995,136 Anna Center Apt. 820,Figueroahaven,15866158,Environmental health practitioner,6.92,16.08,12.06,20.09,65.58,-42.63,Salesperson_08,1
Brittany Cole,Holly Freeman,gsmith@example.net,108,9,61.56,04/10/2020,1588 Smith Expressway Suite 806,Lake Codyshire,23979512,Aeronautical engineer,6.84,15.47,11.6,19.34,64.63,-41.05,Salesperson_09,0
Tammy Sawyer,Jacqueline Davis,urubio@example.net,175,2,52.2,11/10/2016,79922 Gardner Forks,Port Jasonland,99740993,Insurance account manager,26.1,16.79,12.59,20.98,24.39,107.32,Salesperson_15,0
Christina Garcia,Steven White,awatson@example.org,133,7,43.69,12/02/1992,26488 Jacqueline Lakes,Grantborough,80290346,Information systems manager,6.24,17.16,12.87,21.45,70.9,-51.5,Salesperson_05,1
Michael Jacobson,Kelly Reyes,mirandajuan@example.com,136,9,82.46,31/07/1971,61003 Anthony Mall,New Sethfort,40254890,"Designer, fashion/clothing",9.16,12.66,9.49,15.82,42.09,-3.48,Salesperson_13,9
Richard Myers,Stacy Moore,owest@example.org,149,9,13.79,14/07/1993,548 Destiny Creek,South Steven,51519384,Copy,1.53,16.71,12.53,20.88,92.66,-87.77,Salesperson_05,6
Heather Cole,Brian Murphy,garciabriana@example.net,118,4,32.84,30/01/1970,3514 Samantha Flat,West William,11237303,Information systems manager,8.21,17.89,13.42,22.36,63.29,-38.82,Salesperson_11,5
Nathan Carrillo,Kelly Morales,ryan74@example.org,163,7,7.24,05/10/2006,442 Amy Gateway,East James,4913351,"Scientist, biomedical",1.03,16.41,12.31,20.51,94.96,-91.6,Salesperson_10,0
Deborah Landry,Angela Little,gabrielmitchell@example.net,166,2,56.67,29/01/2017,4337 Walker Drives Apt. 297,West Tim,90794810,"Engineer, maintenance (IT)",28.34,14.74,11.05,18.42,53.79,156.31,Salesperson_20,6
Tim Stone,Jessica Sandoval,evanhanson@example.org,195,6,96.65,05/04/1984,05846 Smith Station,Steinville,71687513,"Psychologist, educational",16.11,15.89,11.91,19.86,18.88,35.21,Salesperson_13,6
Brenda Navarro,Nathan Edwards,kyle24@example.net,144,5,89.07,08/05/2021,40633 Barrera Stravenue,East Adamland,29545681,Advertising account planner,17.81,15.78,11.84,19.73,9.71,50.49,Salesperson_09,1
Andrew Coleman,Raymond Rios,guzmanrachel@example.com,160,3,26.01,31/12/2009,170 Pierce Street,Taylorside,37693626,"Scientist, clinical (histocompatibility and immunogenetics)",8.67,15.37,11.53,19.21,54.87,-24.78,Salesperson_14,0
Kimberly Kelly,Melissa Rodriguez,lmorrow@example.com,154,5,21.34,26/12/1993,24046 Nelson Harbor,Julieland,24776301,Applications developer,4.27,16.76,12.57,20.95,79.62,-66.04,Salesperson_18,0
Terrance Newman,Mr. Robert Soto,johnjackson@example.com,134,1,8.93,01/05/1998,3711 Melissa Vista Apt. 899,West Christinafort,25971057,Warden/ranger,8.93,16.85,12.64,21.06,57.6,-29.33,Salesperson_15,0
Scott Robinson,Kaitlyn Flynn,ywest@example.net,149,1,35.92,17/10/1989,5382 Kelly Bypass Apt. 975,Lake Kyle,8554802,"Pharmacist, community",35.92,16.71,12.53,20.88,71.99,186.65,Salesperson_10,5
Dustin Smith,Michael Adams,gonzaleztimothy@example.net,117,3,37.13,16/07/1975,89161 Brian Vista Suite 584,Jeffbury,27851227,Educational psychologist,12.38,14.98,11.23,18.72,33.89,10.18,Salesperson_07,9
Melissa Gomez,Lori Jennings,cynthia93@example.com,187,7,85.45,24/07/1982,2255 Ross Trace,Martinside,44616588,Theatre director,12.21,16.36,12.27,20.45,40.32,-0.53,Salesperson_08,4
Brittney Mcbride,Kristin Howard,markwarren@example.com,198,7,89.13,28/07/1980,6085 Amy Knolls,Susanchester,78310032,Broadcast presenter,12.73,16.24,12.18,20.3,37.28,4.53,Salesperson_03,0
David Rodriguez,Victoria Wong,andrewmiller@example.org,160,3,46.04,24/08/1972,82058 Jennifer Corner,Zacharyville,62060363,Television floor manager,15.35,15.37,11.53,19.21,20.11,33.15,Salesperson_15,0
Stacey Williams,Kiara Fletcher,jamesjones@example.com,156,2,62.97,17/07/2015,682 Rodriguez Spring,South Daniel,20434151,Tourist information centre manager,31.48,16.07,12.06,20.09,56.7,161.17,Salesperson_16,3
Christopher Craig,Anthony Gould,catherinefrench@example.com,141,5,45.44,22/11/2003,2047 Washington Overpass Suite 973,Port Gary,98889075,"Engineer, site",9.09,18.41,13.81,23.01,60.51,-34.18,Salesperson_04,1
Deborah Palmer,Lisa Long,robert32@example.net,133,2,85.88,21/11/1970,3941 Benitez Stravenue Suite 766,Kennethburgh,91920270,Health visitor,42.94,17.16,12.87,21.45,100.21,233.69,Salesperson_06,2
Michael Smith,Wesley Griffith,caldwellchristopher@example.org,147,1,32.18,15/06/2006,71459 Gray Turnpike Suite 866,Harrishaven,65632758,Financial adviser,32.18,19.34,14.5,24.17,33.12,121.86,Salesperson_01,0
Raymond Munoz,James Wyatt,stephaniecarrillo@example.org,187,1,64.34,30/07/2010,939 Fuller Knolls Suite 562,Scottfurt,71959719,Fish farm manager,64.34,16.36,12.27,20.45,214.56,424.27,Salesperson_04,3
Cheryl Brown,Daniel Hayes,gsmith@example.net,134,7,68.68,18/03/2006,52156 Bowman Shore Apt. 928,Sandershaven,15922984,"Surveyor, land/geomatics",9.81,16.85,12.64,21.06,53.42,-22.36,Salesperson_11,0
Jacqueline Williams,Hector Mcmahon,douglasunderwood@example.org,164,2,18.61,23/06/2018,7563 Matthew Garden Suite 611,Catherineside,62124201,Charity fundraiser,9.3,12.98,9.74,16.23,42.67,-4.45,Salesperson_12,0
Grant Gonzalez,John Hopkins,waltonmark@example.net,171,9,30.97,07/04/2018,6977 Young Track Suite 441,West Melindahaven,27922514,Counselling psychologist,3.44,17.95,13.46,22.43,84.66,-74.43,Salesperson_05,4
Mr. Thomas Nash DDS,Stacy Thornton,matthew92@example.org,109,2,65.03,25/02/2008,30822 Reed Meadow Suite 312,East Louis,68549732,Market researcher,32.52,19.2,14.4,24.0,35.51,125.84,Salesperson_16,0
Lee Lopez,Zachary Joseph,joshuastevens@example.com,105,6,52.19,22/04/2015,483 Howard Landing,New Danielleshire,74568321,Warden/ranger,8.7,14.65,10.98,18.31,52.49,-20.81,Salesperson_13,0
Jessica Smith,Dustin Cox,carrnicholas@example.net,134,5,37.47,01/02/1983,1165 Wilson Knoll,New Kimton,44508067,Customer service manager,7.49,16.85,12.64,21.06,64.42,-40.7,Salesperson_13,7
Barbara Evans,Zachary Preston,jocelynhammond@example.com,186,1,42.04,06/06/2014,04289 Tara Lodge Apt. 664,North Feliciashire,7057441,Musician,42.04,17.88,13.41,22.35,88.14,213.57,Salesperson_17,6
Shelby Harris,Candice Bell,kellybenjamin@example.net,167,9,17.4,14/03/1991,79958 Nancy Creek Suite 065,Port Angelastad,79197472,"Scientist, research (maths)",1.93,17.37,13.02,21.71,91.09,-85.16,Salesperson_07,8
Brian Freeman,Tiffany Anderson,brian72@example.net,193,8,65.03,17/06/1992,4155 Willis Station,Douglasstad,36675586,Intelligence analyst,8.13,17.59,13.2,21.99,63.04,-38.4,Salesperson_08,9
David Burnett,Rebecca Rollins,friedmancarrie@example.org,181,2,28.72,19/09/1996,9532 Brown Unions,South Jamesburgh,83660283,Camera operator,14.36,14.12,10.59,17.65,18.66,35.57,Salesperson_13,0
Gary Garrison,Mr. Stephen Duran,williamcook@example.com,139,2,77.66,24/09/1983,4030 Ian Flats Suite 467,Walkerton,63846904,Telecommunications researcher,38.83,17.26,12.94,21.57,80.0,200.0,Salesperson_16,0
Kenneth Rogers,Courtney Ramirez,petersbrian@example.net,196,1,85.72,07/03/2007,33066 Sullivan Circle,North Jason,95694597,Water quality scientist,85.72,18.05,13.54,22.56,279.88,533.14,Salesperson_04,6
Brandon Martin,Emily Maddox,hendersonbrett@example.net,160,2,84.86,03/06/2010,75966 Amanda Brooks Suite 118,Jillberg,56905953,Commercial/residential surveyor,42.43,15.37,11.53,19.21,120.88,268.13,Salesperson_08,7
Michael Nolan,Robert Maynard,sierra81@example.org,152,3,57.69,26/02/1975,2458 Kelly Park Apt. 062,South Johnfort,84772145,Applications developer,19.23,17.02,12.77,21.28,9.63,50.62,Salesperson_16,4
Joshua Stuart,Gary Barker,jonesallen@example.com,125,3,57.32,08/05/1994,199 Jason Inlet Apt. 468,East Steven,6309107,"Surveyor, commercial/residential",19.11,13.77,10.33,17.21,11.0,85.0,Salesperson_10,0
Brandon Walters,Sherry Stanley,joshuadonovan@example.net,137,7,5.66,05/11/2012,85513 Alexis Road Suite 484,Henryton,1295443,Jewellery designer,0.81,15.36,11.52,19.21,95.79,-92.98,Salesperson_12,2
Troy Preston,Ashley Smith,levinetyler@example.com,155,2,75.14,01/04/2013,305 William Mission,Perezland,34861974,Television production assistant,37.57,15.41,11.55,19.26,95.09,225.16,Salesperson_12,0
Caleb Rodriguez,Michelle Matthews,hobbsgregory@example.com,140,9,36.54,15/08/2012,9932 Walton Causeway Suite 584,North Ernesthaven,78929371,"Teacher, secondary school",4.06,15.45,11.59,19.31,78.98,-64.96,Salesperson_05,9
Jessica Thomas,Audrey Clark,nashmichelle@example.net,111,3,25.85,16/05/1996,387 Dylan Roads,New Judymouth,24523165,"Teacher, English as a foreign language",8.62,15.57,11.68,19.46,55.73,-26.21,Salesperson_16,9
Jenna Melton,Jennifer May,boydfelicia@example.net,170,5,9.06,29/07/2010,1800 Brenda Curve,Stephenhaven,89210918,Landscape architect,1.81,20.26,15.19,25.32,92.84,-88.07,Salesperson_01,4
Stacey Nichols,Dr. Brenda Miranda,thompsonbrian@example.com,109,5,96.38,09/05/2013,8426 Joy Curve Suite 149,North Michelle,26735658,Toxicologist,19.28,19.2,14.4,24.0,19.67,33.89,Salesperson_09,3
James Wilson,Tina Myers,jonathanjones@example.com,197,6,23.86,23/03/2003,094 White Trafficway,Thomasmouth,71329291,"Psychologist, prison and probation services",3.98,14.8,11.1,18.5,78.51,-64.18,Salesperson_12,10
Christopher Myers,Russell Peterson,gutierreznicole@example.com,115,2,15.64,27/12/1987,2092 Christopher Plaza Apt. 606,West Kylebury,29495528,Tour manager,7.82,13.27,9.95,16.59,52.85,-21.42,Salesperson_05,6
Sharon Perez,Brandy Lawrence,annaroman@example.com,141,2,69.6,06/08/2016,823 Elijah Mount Apt. 516,East Mathewton,97348085,Sports therapist,34.8,18.41,13.81,23.01,51.23,152.05,Salesperson_20,3
Jeanette Mueller,Melissa Hunter,michaelchan@example.net,133,9,91.07,23/05/1980,35585 Regina Avenue Apt. 914,Jacobsport,88554013,Tour manager,10.12,17.16,12.87,21.45,52.82,-21.37,Salesperson_03,0
Ethan Lawrence,Lori Le,weisskelly@example.net,165,3,98.04,25/12/1981,85917 Virginia Ranch Suite 835,Pamelahaven,56252002,Clinical research associate,32.68,17.56,13.17,21.95,48.88,148.14,Salesperson_05,1
Carol Martinez,Harold Campbell,wshannon@example.net,144,8,60.38,23/04/2007,6088 Troy Lake,East Kristatown,39549587,Occupational hygienist,7.55,15.78,11.84,19.73,61.74,-36.24,Salesperson_02,0
Brian Joseph,Madeline Romero,andrew88@example.com,101,1,23.07,10/12/1977,1062 Sheena Burgs,Lake Hannah,16101258,Product designer,23.07,17.62,13.22,22.03,4.73,74.54,Salesperson_14,4
Ashley Hicks,Edward Boyd,jacob64@example.net,126,5,67.97,22/10/2009,544 Reeves Loaf,Toddshire,57777078,Television camera operator,13.59,17.3,12.98,21.63,37.14,4.77,Salesperson_02,1
Amber Cortez,Kari Moore,jennifer71@example.org,153,3,50.89,23/05/1982,854 Clay Pass Apt. 498,Burtonland,42157885,Estate agent,16.96,13.85,10.39,17.32,2.04,63.26,Salesperson_13,2
Megan Cantrell,Amy Hanson,bjones@example.com,182,3,51.87,24/01/1978,216 Dennis Crescent,Stewartshire,63676570,Retail banker,17.29,15.79,11.85,19.74,12.43,45.95,Salesperson_07,0
Charles Griffin,Linda Brown,judycarter@example.org,119,1,17.83,21/06/1975,2272 Smith Prairie,South Deborahberg,31562508,Sports therapist,17.83,17.65,13.24,22.06,19.18,34.69,Salesperson_10,0
Glenn Murray,David Schmidt,psanders@example.net,109,4,79.63,16/10/2018,34658 Alexander Harbor,East Garrett,20748241,Risk analyst,19.91,19.2,14.4,24.0,17.04,38.27,Salesperson_13,3
Stephanie Davis,Jennifer Escobar,kayla03@example.com,196,2,14.68,24/12/1972,35697 Munoz Points,Port Patricia,5543700,Proofreader,7.34,18.05,13.54,22.56,67.47,-45.79,Salesperson_16,8
